108200058473811968	boise state	3
106782817962311680	boise state	4
107960153126617088	boise state	2
104470398724349952	bolton	3
101934779318018048	bolton	3
104259213622120451	bolton	3
101934137597902848	bolton	3
104986035703914496	bolton	3
101935066871103488	bolton	3
104486912525467648	bolton	3
103957750249291776	bolton	3
104141083889508353	bolton	3
105029581387464704	bolton	4
246320883503865856	bomb squad	3
222808037637898240	bomb squad	3
211638423684001793	bomb squad	4
220597931839995904	bomb squad	4
213762666974560256	brit award	3
253932133037522945	brit award	3
257279110974427136	brook lopez	4
258009553180975106	brook lopez	4
258015550997942272	brook lopez	4
259462275512037377	brook lopez	4
263440787101065216	brook lopez	4
156452586218717184	cannavaro	1
201663280140386304	cannavaro	4
226414201890025472	cannavaro	4
171857139483164673	cannavaro	4
245597031127728128	cannavaro	5
205977784420540416	cannavaro	4
250219930623037440	cannavaro	3
210090360670662656	careless world	3
261645729402077184	careless world	3
189939715154255872	careless world	5
195299631553449984	careless world	3
263368741230882816	carling cup	4
263382091440463872	carling cup	3
263982937924587520	carling cup	3
263771423749853186	carling cup	4
198487996700438528	carling cup final	3
225998566898941952	carling cup final	3
239523127317635072	carling cup final	3
246358852092694529	carling cup final	3
246357970089287680	carling cup final	3
181326603744325632	carling cup final	3
210318502370885633	carling cup final	4
172649481869869057	carling cup final	2
251558552689340416	crows nest	3
259201489225015296	crows nest	3
259175928662474753	crows nest	3
255725969476820992	cundiff	1
255480934617477120	cundiff	2
256464266952069120	cundiff	1
260062468213182464	cundiff	1
260787675873824770	cupid	3
262830233332375553	cupid	3
261326581774041088	cupid	2
263549121804255233	cupid	3
118287761257152514	curtis painter	2
119841676968722432	curtis painter	4
118482876625989632	curtis painter	3
112942998647619585	curtis painter	4
118152030320734210	curtis painter	4
118152268834029568	curtis painter	4
118167201797775360	curtis painter	2
209167165633474560	daily zap	3
187457349441695744	daily zap	3
263626522752065537	daily zap	3
100031777384566784	dallas	3
100016351015477248	dallas	3
100004394355011584	dallas	3
100047699386187776	dallas	3
100003164631207936	dallas	3
100047792348741633	dallas	3
100002743019769856	dallas	3
100031826797670401	dallas	3
100047657380220929	dallas	3
100017575899049984	dallas	3
100019348588077056	dallas	4
100019165590597632	dallas	3
261069534147002369	dallas stars	3
260802256637669376	dallas stars	3
253164344601366529	dallas stars	3
264082281575096320	dallas stars	3
256882077956452352	dallas stars	4
260038446981214209	dallas stars	4
261315391794597888	dar constitution hall	3
253593434428944385	dar constitution hall	3
240667419671150593	dar constitution hall	3
239184804149616640	dar constitution hall	3
215167745426333697	dar constitution hall	3
248549036922122240	dar constitution hall	3
210153392989941760	dar constitution hall	3
220333731842498561	dar constitution hall	3
221846131695562752	dar constitution hall	3
263302077059575808	dar constitution hall	3
256380364044505089	dave grohl	4
256767050364633088	dave grohl	3
255038229949071360	dave grohl	3
254915097972072448	dave grohl	3
262957009274556416	dave grohl	4
259283614867525632	dave grohl	3
258165671001731072	dave grohl	5
233970693879001089	david taylor	4
220073792783912961	david taylor	3
220074049089441793	david taylor	3
236560243843276801	david taylor	4
251763069129199616	david taylor	4
256032456820527104	dc star	3
241684194621808640	dc star	3
241588497042010112	dc star	3
239811565937897472	dc star	4
226870025078849536	dc star	5
235223841209737216	dc star	3
263122113706201088	degrassi	5
263063232695111680	degrassi	2
262791989945331712	degrassi	3
264175553316282371	degrassi	5
262442167388209152	degrassi	5
96679152068988928	democrats	1
94232811652915200	democrats	3
96908119757697024	democrats	2
97769590960033792	democrats	2
91687000574394370	democrats	3
183753162899996672	deniesse	5
188629184011190273	deniesse	5
206053011410272257	deniesse	5
205900257429692417	deniesse	5
264228066614722560	denzel	1
264243350260027392	denzel	1
264178691364495360	denzel	5
264210601952280577	denzel	5
264204267370450944	denzel	5
264184542305345537	denzel	5
264243526005575680	denzel	4
